FILENAME: `BIPs/00batched/2025-W6/1-0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f.json`
MULTISIG: `multisigs/dao (mainnet:0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f)`
COMMIT: `81a3b94595e9ac7f58a4c9cff367209c71977243`
CHAIN(S): `mainnet`
TENDERLY: [`🟩 SUCCESS`](https://www.tdly.co/shared/simulation/bb92ae7e-28d6-4ae4-b6e9-aa3ea9a82562)

```
+----------+-------------------------------------------------+-----------------------------------------------------------------------------+---------------------------------------+---------+----------+
| function | token_symbol                                    | recipient                                                                   | amount                                |   bip   | tx_index |
+----------+-------------------------------------------------+-----------------------------------------------------------------------------+---------------------------------------+---------+----------+
| transfer | USDC:0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48 | multisigs/beets_service_provider:0x811912c19eEF91b9Dc3cA52fc426590cFB84FC86 | 174000.0 (RAW: 174000000000)          | BIP-753 |    0     |
| transfer | BAL:0xba100000625a3754423978a60c9317c58a424e3D  | payees/karpatkey_payments:0x58e6c7ab55Aa9012eAccA16d1ED4c15795669E1C        | 2453.85 (RAW: 2453850000000000000000) | BIP-013 |   111    |
| transfer | USDC:0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48 | payees/karpatkey_payments:0x58e6c7ab55Aa9012eAccA16d1ED4c15795669E1C        | 50727.0 (RAW: 50727000000)            | BIP-013 |   112    |
| transfer | BAL:0xba100000625a3754423978a60c9317c58a424e3D  | EOA/dao/mounibec:0x0951FF0835302929d6c0162b3d2495A85e38ec3A                 | 500.0 (RAW: 500000000000000000000)    | BIP-762 |   117    |
| transfer | BAL:0xba100000625a3754423978a60c9317c58a424e3D  | EOA/dao/0xMaki:0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1                   | 500.0 (RAW: 500000000000000000000)    | BIP-762 |   118    |
| transfer | BAL:0xba100000625a3754423978a60c9317c58a424e3D  | EOA/dao/0xSausageDoge:0x59693BA1A5764e087CE166ac0E0085Fc071B9ea7            | 500.0 (RAW: 500000000000000000000)    | BIP-762 |   119    |
| transfer | BAL:0xba100000625a3754423978a60c9317c58a424e3D  | EOA/emeritus/tritium_signer:0xcf4fF1e03830D692F52EB094c52A5A6A2181Ab3F      | 500.0 (RAW: 500000000000000000000)    | BIP-762 |   120    |
| transfer | BAL:0xba100000625a3754423978a60c9317c58a424e3D  | payees/nanexcool_payments:0x72BA1965320ab5352FD6D68235Cc3C5306a6FFA2        | 500.0 (RAW: 500000000000000000000)    | BIP-762 |   121    |
| transfer | BAL:0xba100000625a3754423978a60c9317c58a424e3D  | EOA/dao/StefanDGeorge:0x9F7dfAb2222A473284205cdDF08a677726d786A0            | 500.0 (RAW: 500000000000000000000)    | BIP-762 |   122    |
| transfer | BAL:0xba100000625a3754423978a60c9317c58a424e3D  | EOA/contributors-payees/gosuto:0x3f993093c3917Fe7A117f37cFD008775249f59c8   | 500.0 (RAW: 500000000000000000000)    | BIP-762 |   123    |
+----------+-------------------------------------------------+-----------------------------------------------------------------------------+---------------------------------------+---------+----------+
```
FILENAME: `BIPs/00batched/2025-W6/1-0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f.json`
MULTISIG: `multisigs/dao (mainnet:0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f)`
COMMIT: `81a3b94595e9ac7f58a4c9cff367209c71977243`
CHAIN(S): `mainnet`
TENDERLY: [`🟩 SUCCESS`](https://www.tdly.co/shared/simulation/ab76c416-6b8e-463d-bd6f-e5918be294e8)

```
+-----------------------+---------------+--------------------------------------------+-----------------------------------------------------------------------------------------------+--------------------------------------------------------------------+---------+----------+
| function              | caller_name   | caller_address                             | fx_paths                                                                                      | action_ids                                                         |   bip   | tx_index |
|                     |                                                                                                                 |                                  |   "data": [                                                                            |            |          |
|                     |                                                                                                                 |                                  |     "0xab8f0945"                                                                       |            |          |
|                     |                                                                                                                 |                                  |   ]                                                                                    |            |          |
|                     |                                                                                                                 |                                  | }                                                                                      |            |          |
| swapOwner           | 0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f (multisigs/dao)                                                      | 0                                | {                                                                                      | BIP-762    |   N/A    |
|                     |                                                                                                                 |                                  |   "prevOwner": [                                                                       |            |          |
|                     |                                                                                                                 |                                  |     "0x3ABDc84Dd15b0058B281D7e26CCc3932cfb268aA (EOA/dao/AlexLangeVC)"                 |            |          |
|                     |                                                                                                                 |                                  |   ],                                                                                   |            |          |
|                     |                                                                                                                 |                                  |   "oldOwner": [                                                                        |            |          |
|                     |                                                                                                                 |                                  |     "0xcf4fF1e03830D692F52EB094c52A5A6A2181Ab3F (EOA/emeritus/tritium_signer)"         |            |          |
|                     |                                                                                                                 |                                  |   ],                                                                                   |            |          |
|                     |                                                                                                                 |                                  |   "newOwner": [                                                                        |            |          |
|                     |                                                                                                                 |                                  |     "0xbcf751dBfe314Ee96A660EFA2Fcb259CBc364c29 (EOA/dao_backup/lewis)"                |            |          |
|                     |                                                                                                                 |                                  |   ]                                                                                    |            |          |
|                     |                                                                                                                 |                                  | }                                                                                      |            |          |
+---------------------+-----------------------------------------------------------------------------------------------------------------+----------------------------------+----------------------------------------------------------------------------------------+------------+----------+
```
